'Elapsed time',PCG
'0:27.973',-400
'0:27.976',-4200
'0:27.979',-7000
'0:27.982',-6000
'0:27.985',-2600
'0:27.988',1400
'0:27.991',1600
'0:27.994',1000
'0:27.997',-400
'0:28.000',-2400
'0:28.003',-4600
'0:28.006',-4400
'0:28.009',-2600
'0:28.012',-1000
'0:28.015',-400
'0:28.018',0
'0:28.021',800
'0:28.024',1600
'0:28.027',1600
'0:28.030',1000
'0:28.033',2000
'0:28.036',3200
'0:28.039',3000
'0:28.042',1400
'0:28.045',800
'0:28.048',600
'0:28.051',-200
'0:28.054',-400
'0:28.057',200
'0:28.060',0
'0:28.063',-1200
'0:28.066',-2800
'0:28.069',-2800
'0:28.072',-2000
'0:28.075',-2400
'0:28.078',-2800
'0:28.081',-2000
'0:28.084',-1400
'0:28.087',-1400
'0:28.090',-800
'0:28.093',-200
'0:28.096',0
'0:28.099',-200
'0:28.102',400
'0:28.105',2800
'0:28.108',4200
'0:28.111',3800
'0:28.114',2800
'0:28.117',1400
'0:28.120',600
'0:28.123',-1000
'0:28.126',-800
'0:28.129',0
'0:28.132',1000
'0:28.135',1600
'0:28.138',400
'0:28.141',-2600
'0:28.144',-4400
'0:28.147',-4000
'0:28.150',-2000
'0:28.153',-600
'0:28.156',-200
'0:28.159',0
'0:28.162',-1000
'0:28.165',-1800
'0:28.168',-800
'0:28.171',1200
'0:28.174',2200
'0:28.177',1600
'0:28.180',1000
'0:28.183',1200
'0:28.186',1800
'0:28.189',3000
'0:28.192',1400
'0:28.195',-4000
'0:28.198',-7600
'0:28.201',-3400
'0:28.204',3600
'0:28.207',6200
'0:28.210',4000
'0:28.213',2000
'0:28.216',-600
'0:28.219',-5800
'0:28.222',-10600
'0:28.225',-9000
'0:28.228',-1800
'0:28.231',4800
'0:28.234',7200
'0:28.237',5400
'0:28.240',0
'0:28.243',-5400
'0:28.246',-7400
'0:28.249',-4600
'0:28.252',800
'0:28.255',6000
'0:28.258',8200
'0:28.261',7400
'0:28.264',4200
'0:28.267',400
'0:28.270',-3200
'0:28.273',-4600
'0:28.276',-4200
'0:28.279',-2800
'0:28.282',-1000
'0:28.285',200
'0:28.288',1000
'0:28.291',1600
'0:28.294',1400
'0:28.297',1000
'0:28.300',1200
'0:28.303',1000
'0:28.306',1400
'0:28.309',1400
'0:28.312',1400
'0:28.315',800
'0:28.318',-400
'0:28.321',-1400
'0:28.324',-2800
'0:28.327',-4600
'0:28.330',-4600
'0:28.333',-4200
'0:28.336',-3000
'0:28.339',-2400
'0:28.342',-2200
'0:28.345',-2000
'0:28.348',-2600
'0:28.351',-3200
'0:28.354',-2000
'0:28.357',1200
'0:28.360',3800
'0:28.363',4600
'0:28.366',5000
'0:28.369',4200
'0:28.372',3800
'0:28.375',3000
'0:28.378',1600
'0:28.381',200
'0:28.384',-1600
'0:28.387',-4200
'0:28.390',-4200
'0:28.393',600
'0:28.396',4000
'0:28.399',3200
'0:28.402',1800
'0:28.405',-1000
'0:28.408',-4600
'0:28.411',-8400
'0:28.414',-6800
'0:28.417',-600
'0:28.420',5200
'0:28.423',7400
'0:28.426',6400
'0:28.429',2400
'0:28.432',-1800
'0:28.435',-3600
'0:28.438',-3800
'0:28.441',-2400
'0:28.444',-1200
'0:28.447',-800
'0:28.450',-400
'0:28.453',-200
'0:28.456',1000
'0:28.459',1400
'0:28.462',1400
'0:28.465',600
'0:28.468',200
'0:28.471',-200
'0:28.474',-1000
'0:28.477',-1000
'0:28.480',-1200
'0:28.483',-1400
'0:28.486',-2200
'0:28.489',-2200
'0:28.492',-2000
'0:28.495',-1400
'0:28.498',-1000
'0:28.502',-400
'0:28.505',200
'0:28.508',1000
'0:28.511',2200
'0:28.514',3400
'0:28.517',3600
'0:28.520',3400
'0:28.523',3000
'0:28.526',2200
'0:28.529',1000
'0:28.532',-200
'0:28.535',-600
'0:28.538',-1200
'0:28.541',-2400
'0:28.544',-3400
'0:28.547',-3800
'0:28.550',-3400
'0:28.553',-1800
'0:28.556',-400
'0:28.559',200
'0:28.562',-600
'0:28.565',-2000
'0:28.568',-1800
'0:28.571',-600
'0:28.574',200
'0:28.577',200
'0:28.580',0
'0:28.583',-1000
'0:28.586',-6600
'0:28.589',-5400
'0:28.592',7000
'0:28.595',19200
'0:28.598',18000
'0:28.601',-400
'0:28.604',-14600
'0:28.607',-13600
'0:28.610',-3400
'0:28.613',5600
'0:28.616',8600
'0:28.619',4400
'0:28.622',-2000
'0:28.625',-6800
'0:28.628',-7600
'0:28.631',-4200
'0:28.634',400
'0:28.637',2800
'0:28.640',800
'0:28.643',-4000
'0:28.646',-2600
'0:28.649',4000
'0:28.652',4800
'0:28.655',1000
'0:28.658',200
'0:28.661',600
'0:28.664',-2400
'0:28.667',-5800
'0:28.670',-5000
'0:28.673',200
'0:28.676',4400
'0:28.679',4600
'0:28.682',1800
'0:28.685',-2600
'0:28.688',-6000
'0:28.691',-6000
'0:28.694',-2200
'0:28.697',3600
'0:28.700',7200
'0:28.703',7400
'0:28.706',5000
'0:28.709',2400
'0:28.712',200
'0:28.715',-1600
'0:28.718',-3000
'0:28.721',-3000
'0:28.724',-2800
'0:28.727',-2800
'0:28.730',-2600
'0:28.733',-1800
'0:28.736',-600
'0:28.739',-200
'0:28.742',200
'0:28.745',600
'0:28.748',1400
'0:28.751',1600
'0:28.754',1000
'0:28.757',-800
'0:28.760',-2200
'0:28.763',-3200
'0:28.766',-2800
'0:28.769',-2000
'0:28.772',-1200
'0:28.775',-400
'0:28.778',200
'0:28.781',-400
'0:28.784',-600
'0:28.787',600
'0:28.790',2400
'0:28.793',2800
'0:28.796',2200
'0:28.799',1200
'0:28.802',800
'0:28.805',1400
'0:28.808',2200
'0:28.811',3600
'0:28.814',3400
'0:28.817',2400
'0:28.820',200
'0:28.823',-2400
'0:28.826',-4000
'0:28.829',-3800
'0:28.832',-3600
'0:28.835',-4200
'0:28.838',-5600
'0:28.841',-3600
'0:28.844',2000
'0:28.847',5200
'0:28.850',3200
'0:28.853',-1400
'0:28.856',-5600
'0:28.859',-3800
'0:28.862',1800
'0:28.865',1800
'0:28.868',-1800
'0:28.871',-1200
'0:28.874',2200
'0:28.877',4000
'0:28.880',3000
'0:28.883',600
'0:28.886',-1600
'0:28.889',-2400
'0:28.892',-2600
'0:28.895',-2200
'0:28.898',-1000
'0:28.901',200
'0:28.904',1600
'0:28.907',2400
'0:28.910',2600
'0:28.913',2000
'0:28.916',1000
'0:28.919',600
'0:28.922',0
'0:28.925',-1000
'0:28.928',-1800
'0:28.931',-2400
'0:28.934',-2200
'0:28.937',-1600
'0:28.940',-800
'0:28.943',1200
'0:28.946',3000
'0:28.949',4000
'0:28.952',3600
'0:28.955',2000
'0:28.958',-200
'0:28.961',-1600
'0:28.964',-1800
'0:28.967',-1800
'0:28.970',-2000
'0:28.973',-2600
'0:28.976',-2800
'0:28.979',-2800
'0:28.982',-2400
'0:28.985',-2000
'0:28.988',-2000
'0:28.991',-1600
'0:28.994',-600
'0:28.997',0
'0:29.000',200
'0:29.003',800
'0:29.006',800
'0:29.009',1200
'0:29.012',1800
'0:29.015',2200
'0:29.018',2800
'0:29.021',3400
'0:29.024',2600
'0:29.027',1800
'0:29.030',0
'0:29.033',-1800
'0:29.036',-2200
'0:29.039',-2000
'0:29.042',-600
'0:29.045',-400
'0:29.048',-1800
'0:29.051',-2600
'0:29.054',-2600
'0:29.057',-1000
'0:29.060',0
'0:29.063',800
'0:29.066',1000
'0:29.069',1000
'0:29.072',2000
'0:29.075',3200
'0:29.078',3800
'0:29.081',2600
'0:29.084',-1400
'0:29.087',-3600
'0:29.090',-600
'0:29.093',800
'0:29.096',-1200
'0:29.099',-1800
'0:29.102',400
'0:29.105',-400
'0:29.108',-4200
'0:29.111',-6000
'0:29.114',-4000
'0:29.117',1400
'0:29.120',6200
'0:29.123',7200
'0:29.126',2400
'0:29.129',-3800
'0:29.132',-8600
'0:29.135',-9000
'0:29.138',-5600
'0:29.141',0
'0:29.144',4800
'0:29.147',6800
'0:29.150',5800
'0:29.153',3600
'0:29.156',1800
'0:29.159',0
'0:29.162',-800
'0:29.165',-400
'0:29.168',1200
'0:29.171',2200
'0:29.174',2000
'0:29.177',1200
'0:29.180',200
'0:29.183',-1600
'0:29.186',-2600
'0:29.189',-2600
'0:29.192',-2400
'0:29.195',-2000
'0:29.198',-1400
'0:29.201',-400
'0:29.204',200
'0:29.207',0
'0:29.210',-600
'0:29.213',-1600
'0:29.216',-2600
'0:29.219',-3000
'0:29.222',-2600
'0:29.225',-2600
'0:29.228',-1600
'0:29.231',200
'0:29.234',1200
'0:29.237',1400
'0:29.240',1800
'0:29.243',2400
'0:29.246',2600
'0:29.249',3000
'0:29.252',3600
'0:29.255',4000
'0:29.258',3000
'0:29.261',1000
'0:29.264',-800
'0:29.267',-2200
'0:29.270',-2800
'0:29.273',-3200
'0:29.276',-3400
'0:29.279',-3800
'0:29.282',-3600
'0:29.285',-3400
'0:29.288',-2600
'0:29.291',2200
'0:29.294',5800
'0:29.297',5000
'0:29.300',2800
'0:29.303',1400
'0:29.306',-1200
'0:29.309',-4800
'0:29.312',-7400
'0:29.315',-5400
'0:29.318',-200
'0:29.321',4000
'0:29.324',5600
'0:29.327',4400
'0:29.330',2200
'0:29.333',-1000
'0:29.336',-3600
'0:29.339',-4200
'0:29.342',-3200
'0:29.345',-1200
'0:29.348',0
'0:29.351',1000
'0:29.354',1600
'0:29.357',1400
'0:29.360',1000
'0:29.363',600
'0:29.366',400
'0:29.369',200
'0:29.372',800
'0:29.375',1400
'0:29.378',1000
'0:29.381',600
'0:29.384',0
'0:29.387',-200
'0:29.390',-200
'0:29.393',-800
'0:29.396',-1200
'0:29.399',-1400
'0:29.402',-800
'0:29.405',-600
'0:29.408',-200
'0:29.411',600
'0:29.414',-3000
'0:29.417',-9200
'0:29.420',-7000
'0:29.423',3400
'0:29.426',9000
'0:29.429',5800
'0:29.432',600
'0:29.435',-200
'0:29.438',-200
'0:29.441',-400
'0:29.444',-2800
'0:29.447',-5400
'0:29.450',-3200
'0:29.453',800
'0:29.456',2400
'0:29.459',1200
'0:29.462',0
'0:29.465',-200
'0:29.468',600
'0:29.471',1600
'0:29.474',1600
'0:29.477',1000
'0:29.480',1400
'0:29.483',2200
'0:29.486',2000
'0:29.489',800
'0:29.492',-400
'0:29.495',-1200
'0:29.498',-1600
'0:29.502',-3000
'0:29.505',-4000
'0:29.508',-3600
'0:29.511',-2000
'0:29.514',600
'0:29.517',2200
'0:29.520',-1000
'0:29.523',-6800
'0:29.526',-4200
'0:29.529',3800
'0:29.532',4600
'0:29.535',-400
'0:29.538',800
'0:29.541',6200
'0:29.544',6600
'0:29.547',1400
'0:29.550',-3000
'0:29.553',-4600
'0:29.556',-8000
'0:29.559',-10400
'0:29.562',-6400
'0:29.565',2000
'0:29.568',8600
'0:29.571',10800
'0:29.574',8600
'0:29.577',2200
'0:29.580',-4400
'0:29.583',-7400
'0:29.586',-4800
'0:29.589',2200
'0:29.592',13400
'0:29.595',12200
'0:29.598',-9600
'0:29.601',-20800
'0:29.604',-3200
'0:29.607',15800
'0:29.610',10600
'0:29.613',-3400
'0:29.616',-8000
'0:29.619',-5600
'0:29.622',-3000
'0:29.625',-1800
'0:29.628',-1000
'0:29.631',-1400
'0:29.634',-3000
'0:29.637',-3600
'0:29.640',-3400
'0:29.643',-2400
'0:29.646',-400
'0:29.649',1800
'0:29.652',3600
'0:29.655',3600
'0:29.658',3400
'0:29.661',3800
'0:29.664',3800
'0:29.667',3400
'0:29.670',2800
'0:29.673',600
'0:29.676',-1400
'0:29.679',-3000
'0:29.682',-4200
'0:29.685',-4200
'0:29.688',-4200
'0:29.691',-2600
'0:29.694',-1000
'0:29.697',1200
'0:29.700',3600
'0:29.703',4600
'0:29.706',5000
'0:29.709',4800
'0:29.712',2000
'0:29.715',-1400
'0:29.718',-4800
'0:29.721',-6400
'0:29.724',-6600
'0:29.727',-2400
'0:29.730',4400
'0:29.733',6000
'0:29.736',4200
'0:29.739',3000
'0:29.742',-400
'0:29.745',-4400
'0:29.748',-8400
'0:29.751',-8400
'0:29.754',-2600
'0:29.757',2400
'0:29.760',5200
'0:29.763',5800
'0:29.766',1200
'0:29.769',-7000
'0:29.772',-10200
'0:29.775',-3000
'0:29.778',6600
'0:29.781',8600
'0:29.784',5600
'0:29.787',2600
'0:29.790',-800
'0:29.793',-3000
'0:29.796',-2800
'0:29.799',400
'0:29.802',3200
'0:29.805',2000
'0:29.808',200
'0:29.811',-400
'0:29.814',-1000
'0:29.817',-1000
'0:29.820',-1800
'0:29.823',-2200
'0:29.826',-2400
'0:29.829',-2400
'0:29.832',-1400
'0:29.835',-600
'0:29.838',-200
'0:29.841',400
'0:29.844',1000
'0:29.847',1200
'0:29.850',800
'0:29.853',-800
'0:29.856',-1800
'0:29.859',-1800
'0:29.862',-600
'0:29.865',200
'0:29.868',800
'0:29.871',1600
'0:29.874',1200
'0:29.877',0
'0:29.880',-600
'0:29.883',-200
'0:29.886',1400
'0:29.889',1600
'0:29.892',1400
'0:29.895',1200
'0:29.898',1200
'0:29.901',600
'0:29.904',-200
'0:29.907',-400
'0:29.910',-800
'0:29.913',-2200
'0:29.916',-3400
'0:29.919',-4000
'0:29.922',-2800
'0:29.925',-2000
'0:29.928',-1600
'0:29.931',-1800
'0:29.934',-2000
'0:29.937',-1000
'0:29.940',1000
'0:29.943',2600
'0:29.946',3000
'0:29.949',2800
'0:29.952',2000
'0:29.955',1600
'0:29.958',1200
'0:29.961',0
'0:29.964',-1400
'0:29.967',-1400
'0:29.970',-200
'0:29.973',2200
'0:29.976',3800
'0:29.979',4000
'0:29.982',3200
'0:29.985',200
'0:29.988',-5400
'0:29.991',-7600
'0:29.994',-4800
'0:29.997',-2600
'0:30.000',-1600
'0:30.003',-600
'0:30.006',-1000
'0:30.009',-3400
'0:30.012',-4200
'0:30.015',-1000
'0:30.018',4200
'0:30.021',7400
'0:30.024',6800
'0:30.027',3000
'0:30.030',-1000
'0:30.033',-3800
'0:30.036',-3800
'0:30.039',-1000
'0:30.042',2400
'0:30.045',3600
'0:30.048',2600
'0:30.051',200
'0:30.054',-1600
'0:30.057',-2600
'0:30.060',-2600
'0:30.063',-2200
'0:30.066',-1400
'0:30.069',-1000
'0:30.072',-1200
'0:30.075',-800
'0:30.078',-200
'0:30.081',400
'0:30.084',600
'0:30.087',1400
'0:30.090',1800
'0:30.093',1800
'0:30.096',1400
'0:30.099',800
'0:30.102',400
'0:30.105',-400
'0:30.108',-1400
'0:30.111',-1600
'0:30.114',-600
'0:30.117',200
'0:30.120',400
'0:30.123',-200
'0:30.126',-600
'0:30.129',-200
'0:30.132',-200
'0:30.135',-800
'0:30.138',-1600
'0:30.141',-1600
'0:30.144',-1400
'0:30.147',-1200
'0:30.150',-800
'0:30.153',0
'0:30.156',1400
'0:30.159',2000
'0:30.162',2400
'0:30.165',2000
'0:30.168',1400
'0:30.171',600
'0:30.174',-1200
'0:30.177',-2400
'0:30.180',-3200
'0:30.183',-4000
'0:30.186',-2200
'0:30.189',3000
'0:30.192',4600
'0:30.195',1400
'0:30.198',-3200
'0:30.201',-5200
'0:30.204',-1800
'0:30.207',4200
'0:30.210',4800
'0:30.213',0
'0:30.216',-1400
'0:30.219',400
'0:30.222',1800
'0:30.225',400
'0:30.228',-1200
'0:30.231',-2800
'0:30.234',-3400
'0:30.237',-2800
'0:30.240',-2600
'0:30.243',-1800
'0:30.246',-1400
'0:30.249',-200
'0:30.252',1600
'0:30.255',2200
'0:30.258',2800
'0:30.261',1600
'0:30.264',1200
'0:30.267',600
'0:30.270',-200
'0:30.273',-200
'0:30.276',-800
'0:30.279',-800
'0:30.282',-400
'0:30.285',-800
'0:30.288',-800
'0:30.291',-1000
'0:30.294',-800
'0:30.297',-600
'0:30.300',-600
'0:30.303',800
'0:30.306',1000
'0:30.309',800
'0:30.312',1400
'0:30.315',1000
'0:30.318',600
'0:30.321',-600
'0:30.324',-2800
'0:30.327',-3000
'0:30.330',-3400
'0:30.333',-3000
'0:30.336',-1800
'0:30.339',-1000
'0:30.342',200
'0:30.345',800
'0:30.348',1400
'0:30.351',1600
'0:30.354',1000
'0:30.357',1000
'0:30.360',1000
'0:30.363',800
'0:30.366',1000
'0:30.369',1400
'0:30.372',1200
'0:30.375',600
'0:30.378',-800
'0:30.381',-2200
'0:30.384',-1400
'0:30.387',600
'0:30.390',1200
'0:30.393',200
'0:30.396',-1200
'0:30.399',-1200
'0:30.402',-1400
'0:30.405',-1000
'0:30.408',-1200
'0:30.411',-1200
'0:30.414',-1200
'0:30.417',-800
'0:30.420',600
'0:30.423',1400
'0:30.426',3000
'0:30.429',2000
'0:30.432',-2200
'0:30.435',-5800
'0:30.438',-2200
'0:30.441',2400
'0:30.444',1800
'0:30.447',1600
'0:30.450',1600
'0:30.453',200
'0:30.456',-4200
'0:30.459',-7000
'0:30.462',-3800
'0:30.465',1200
'0:30.468',5200
'0:30.471',6200
'0:30.474',3400
'0:30.477',-2400
'0:30.480',-6800
'0:30.483',-8400
'0:30.486',-5200
'0:30.489',200
'0:30.492',4800
'0:30.495',6600
'0:30.498',5200
'0:30.502',3400
'0:30.505',1200
'0:30.508',-800
'0:30.511',-2600
'0:30.514',-3400
'0:30.517',-1400
'0:30.520',200
'0:30.523',1200
'0:30.526',200
'0:30.529',-1200
'0:30.532',2600
'0:30.535',6600
'0:30.538',2400
'0:30.541',-4600
'0:30.544',-5400
'0:30.547',-3200
'0:30.550',-2200
'0:30.553',-2000
'0:30.556',-1000
'0:30.559',1200
'0:30.562',600
'0:30.565',-600
'0:30.568',-600
'0:30.571',-200
'0:30.574',-800
'0:30.577',-2200
'0:30.580',-2400
'0:30.583',-2200
'0:30.586',-2000
'0:30.589',0
'0:30.592',1000
'0:30.595',1400
'0:30.598',0
'0:30.601',400
'0:30.604',2200
'0:30.607',3000
'0:30.610',2000
'0:30.613',1000
'0:30.616',2400
'0:30.619',1000
'0:30.622',-1600
'0:30.625',-3400
'0:30.628',-1800
'0:30.631',400
'0:30.634',-1200
'0:30.637',-3000
'0:30.640',0
'0:30.643',5800
'0:30.646',4000
'0:30.649',1000
'0:30.652',-1000
'0:30.655',-2000
'0:30.658',-5200
'0:30.661',-8600
'0:30.664',-7000
'0:30.667',-2400
'0:30.670',3400
'0:30.673',5200
'0:30.676',5800
'0:30.679',3600
'0:30.682',1200
'0:30.685',-1400
'0:30.688',-2000
'0:30.691',-2000
'0:30.694',-400
'0:30.697',1000
'0:30.700',2000
'0:30.703',1200
'0:30.706',200
'0:30.709',-200
'0:30.712',-800
'0:30.715',-1000
'0:30.718',-1200
'0:30.721',-400
'0:30.724',-400
'0:30.727',-600
'0:30.730',-1000
'0:30.733',-200
'0:30.736',-200
'0:30.739',200
'0:30.742',-400
'0:30.745',-1200
'0:30.748',-2200
'0:30.751',-1400
'0:30.754',-800
'0:30.757',400
'0:30.760',400
'0:30.763',600
'0:30.766',0
'0:30.769',400
'0:30.772',1000
'0:30.775',1400
'0:30.778',-400
'0:30.781',-1200
'0:30.784',-600
'0:30.787',600
'0:30.790',600
'0:30.793',200
'0:30.796',1000
'0:30.799',800
'0:30.802',1400
'0:30.805',600
'0:30.808',-200
'0:30.811',-1400
'0:30.814',-3200
'0:30.817',-3600
'0:30.820',-3400
'0:30.823',-1400
'0:30.826',-400
'0:30.829',200
'0:30.832',800
'0:30.835',1000
'0:30.838',600
'0:30.841',-600
'0:30.844',-2200
'0:30.847',-2000
'0:30.850',4800
'0:30.853',10200
'0:30.856',3800
'0:30.859',-3200
'0:30.862',-1200
'0:30.865',-200
'0:30.868',-4600
'0:30.871',-7200
'0:30.874',-2600
'0:30.877',3000
'0:30.880',2800
'0:30.883',-3400
'0:30.886',-5000
'0:30.889',2200
'0:30.892',10400
'0:30.895',11400
'0:30.898',7800
'0:30.901',1600
'0:30.904',-6200
'0:30.907',-9800
'0:30.910',-11600
'0:30.913',-9000
'0:30.916',-2600
'0:30.919',2600
'0:30.922',4600
'0:30.925',2000
'0:30.928',-2200
'0:30.931',-5800
'0:30.934',-9200
'0:30.937',-7600
'0:30.940',-1000
'0:30.943',6400
'0:30.946',10600
'0:30.949',9800
'0:30.952',6200
'0:30.955',2800
'0:30.958',600
'0:30.961',-1200
'0:30.964',-2200
'0:30.967',-1400
'0:30.970',-600
'0:30.973',0
'0:30.976',0
'0:30.979',-400
'0:30.982',-400
'0:30.985',0
'0:30.988',-800
'0:30.991',-1000
'0:30.994',-1400
'0:30.997',-1400
'0:31.000',-1200
'0:31.003',-1400
'0:31.006',-600
'0:31.009',0
'0:31.012',-200
'0:31.015',200
'0:31.018',0
'0:31.021',1000
'0:31.024',1400
'0:31.027',200
'0:31.030',-1000
'0:31.033',-1400
'0:31.036',-1200
'0:31.039',0
'0:31.042',1200
'0:31.045',1400
'0:31.048',1600
'0:31.051',1000
'0:31.054',400
'0:31.057',0
'0:31.060',-800
'0:31.063',-1600
'0:31.066',-2000
'0:31.069',-2800
'0:31.072',-4200
'0:31.075',-6200
'0:31.078',-4600
'0:31.081',2000
'0:31.084',6800
'0:31.087',6800
'0:31.090',1800
'0:31.093',-3800
'0:31.096',-4800
'0:31.099',-3400
'0:31.102',-1600
'0:31.105',1600
'0:31.108',4000
'0:31.111',4800
'0:31.114',5000
'0:31.117',3600
'0:31.120',600
'0:31.123',-2000
'0:31.126',-3000
'0:31.129',-3000
'0:31.132',-2200
'0:31.135',-2000
'0:31.138',-1800
'0:31.141',-400
'0:31.144',600
'0:31.147',1400
'0:31.150',1600
'0:31.153',1000
'0:31.156',400
'0:31.159',-200
'0:31.162',-1000
'0:31.165',-1600
'0:31.168',-3400
'0:31.171',-4200
'0:31.174',2000
'0:31.177',7000
'0:31.180',1800
'0:31.183',-4200
'0:31.186',-3200
'0:31.189',-1000
'0:31.192',-2200
'0:31.195',-2600
'0:31.198',400
'0:31.201',3000
'0:31.204',3000
'0:31.207',2800
'0:31.210',3800
'0:31.213',3400
'0:31.216',1400
'0:31.219',-800
'0:31.222',-2200
'0:31.225',-3000
'0:31.228',-3000
'0:31.231',-3400
'0:31.234',-3200
'0:31.237',-2600
'0:31.240',-2200
'0:31.243',-1000
'0:31.246',-200
'0:31.249',600
'0:31.252',1200
'0:31.255',800
'0:31.258',200
'0:31.261',-200
'0:31.264',-800
'0:31.267',400
'0:31.270',1600
'0:31.273',1400
'0:31.276',1000
'0:31.279',0
'0:31.282',200
'0:31.285',800
'0:31.288',1200
'0:31.291',1800
'0:31.294',800
'0:31.297',-600
'0:31.300',-1600
'0:31.303',-1600
'0:31.306',-1200
'0:31.309',-1800
'0:31.312',-2800
'0:31.315',-2400
'0:31.318',-600
'0:31.321',1800
'0:31.324',3200
'0:31.327',3400
'0:31.330',3200
'0:31.333',2200
'0:31.336',400
'0:31.339',-4400
'0:31.342',-6600
'0:31.345',-4000
'0:31.348',600
'0:31.351',4000
'0:31.354',5200
'0:31.357',1400
'0:31.360',-5000
'0:31.363',-8200
'0:31.366',-4000
'0:31.369',2400
'0:31.372',5800
'0:31.375',4600
'0:31.378',800
'0:31.381',-3800
'0:31.384',-6800
'0:31.387',-6200
'0:31.390',-2200
'0:31.393',2400
'0:31.396',5600
'0:31.399',5400
'0:31.402',3400
'0:31.405',1400
'0:31.408',1000
'0:31.411',800
'0:31.414',600
'0:31.417',-200
'0:31.420',-200
'0:31.423',-1000
'0:31.426',-2400
'0:31.429',-2800
'0:31.432',-1800
'0:31.435',0
'0:31.438',1400
'0:31.441',1000
'0:31.444',-400
'0:31.447',-1000
'0:31.450',-800
'0:31.453',-600
'0:31.456',-1000
'0:31.459',-2400
'0:31.462',-3400
'0:31.465',-3600
'0:31.468',-3000
'0:31.471',-1400
'0:31.474',0
'0:31.477',200
'0:31.480',600
'0:31.483',400
'0:31.486',1400
'0:31.489',2600
'0:31.492',3800
'0:31.495',3800
'0:31.498',3200
'0:31.502',2600
'0:31.505',2000
'0:31.508',400
'0:31.511',-400
'0:31.514',-600
'0:31.517',-1200
'0:31.520',-1800
'0:31.523',-2200
'0:31.526',-2000
'0:31.529',-3600
'0:31.532',-6000
'0:31.535',-6200
'0:31.538',-4200
'0:31.541',-1000
'0:31.544',4200
'0:31.547',9400
'0:31.550',11000
'0:31.553',9000
'0:31.556',3600
'0:31.559',-3400
'0:31.562',-4800
'0:31.565',-3800
'0:31.568',-5200
'0:31.571',-5400
'0:31.574',-4000
'0:31.577',-1000
'0:31.580',600
'0:31.583',0
'0:31.586',-2400
'0:31.589',-4200
'0:31.592',-4800
'0:31.595',-3200
'0:31.598',-1200
'0:31.601',1000
'0:31.604',3000
'0:31.607',4200
'0:31.610',5400
'0:31.613',5200
'0:31.616',4400
'0:31.619',3800
'0:31.622',2400
'0:31.625',1200
'0:31.628',0
'0:31.631',-1400
'0:31.634',-2600
'0:31.637',-3400
'0:31.640',-4000
'0:31.643',-4400
'0:31.646',-4200
'0:31.649',-3000
'0:31.652',-2000
'0:31.655',-1000
'0:31.658',600
'0:31.661',1600
'0:31.664',2200
'0:31.667',2800
'0:31.670',2800
'0:31.673',2800
'0:31.676',1200
'0:31.679',600
'0:31.682',-200
'0:31.685',-1000
'0:31.688',-1000
'0:31.691',-1000
'0:31.694',200
'0:31.697',-200
'0:31.700',-200
'0:31.703',0
'0:31.706',-400
'0:31.709',-400
'0:31.712',-1200
'0:31.715',-1400
'0:31.718',-1000
'0:31.721',-1800
'0:31.724',-1000
'0:31.727',-1000
'0:31.730',-1600
'0:31.733',-800
'0:31.736',0
'0:31.739',600
'0:31.742',200
'0:31.745',-600
'0:31.748',0
'0:31.751',600
'0:31.754',1400
'0:31.757',1800
'0:31.760',600
'0:31.763',0
'0:31.766',200
'0:31.769',-200
'0:31.772',200
'0:31.775',-400
'0:31.778',200
'0:31.781',2000
'0:31.784',2800
'0:31.787',1200
'0:31.790',-5000
'0:31.793',-8000
'0:31.796',-2400
'0:31.799',5200
'0:31.802',7800
'0:31.805',5600
'0:31.808',3000
'0:31.811',-400
'0:31.814',-7200
'0:31.817',-12800
'0:31.820',-10200
'0:31.823',-2200
'0:31.826',4400
'0:31.829',7600
'0:31.832',5800
'0:31.835',400
'0:31.838',-5400
'0:31.841',-8800
'0:31.844',-7000
'0:31.847',-1200
'0:31.850',5200
'0:31.853',8400
'0:31.856',8200
'0:31.859',6200
'0:31.862',3200
'0:31.865',-200
'0:31.868',-2200
'0:31.871',-2200
'0:31.874',-1800
'0:31.877',-800
'0:31.880',0
'0:31.883',400
'0:31.886',600
'0:31.889',200
'0:31.892',-1000
'0:31.895',-1600
'0:31.898',-2800
'0:31.901',-3400
'0:31.904',-3600
'0:31.907',-3000
'0:31.910',-2000
'0:31.913',-1400
'0:31.916',-1600
'0:31.919',-800
'0:31.922',-200
'0:31.925',400
'0:31.928',600
'0:31.931',600
'0:31.934',0
'0:31.937',400
'0:31.940',600
'0:31.943',1000
'0:31.946',2200
'0:31.949',2200
'0:31.952',2200
'0:31.955',2200
'0:31.958',2000
'0:31.961',2400
'0:31.964',2200
'0:31.967',800
'0:31.970',-800
'0:31.973',-1800
'0:31.976',-3000
'0:31.979',-3400
'0:31.982',-3600
'0:31.985',-3800
'0:31.988',-4200
'0:31.991',-1800
'0:31.994',4000
'0:31.997',6400
'0:32.000',5000
'0:32.003',3600
'0:32.006',1600
'0:32.009',-4000
'0:32.012',-9200
'0:32.015',-9200
'0:32.018',-2000
'0:32.021',4800
'0:32.024',6600
'0:32.027',4800
'0:32.030',2000
'0:32.033',-1800
'0:32.036',-5000
'0:32.039',-6200
'0:32.042',-5000
'0:32.045',-1800
'0:32.048',1400
'0:32.051',2600
'0:32.054',2800
'0:32.057',2000
'0:32.060',1000
'0:32.063',1000
