'Elapsed time',PCG
'0:08.336',-1200
'0:08.339',-200
'0:08.342',1200
'0:08.345',1400
'0:08.348',600
'0:08.351',600
'0:08.354',600
'0:08.357',-2200
'0:08.360',-5800
'0:08.363',-6000
'0:08.366',-5200
'0:08.369',-5600
'0:08.372',-6200
'0:08.375',-5400
'0:08.378',-4200
'0:08.381',-2800
'0:08.384',-1200
'0:08.387',400
'0:08.390',1000
'0:08.393',5000
'0:08.396',8600
'0:08.399',7600
'0:08.402',2600
'0:08.405',1200
'0:08.408',2600
'0:08.411',6000
'0:08.414',12600
'0:08.417',12000
'0:08.420',1400
'0:08.423',-10000
'0:08.426',-12600
'0:08.429',-9600
'0:08.432',-5800
'0:08.435',-4600
'0:08.438',-5000
'0:08.441',-4600
'0:08.444',-1400
'0:08.447',2000
'0:08.450',3000
'0:08.453',1200
'0:08.456',400
'0:08.459',-1000
'0:08.462',-3600
'0:08.465',-3400
'0:08.468',-600
'0:08.471',-400
'0:08.474',-1000
'0:08.477',200
'0:08.480',1200
'0:08.483',1000
'0:08.486',1800
'0:08.489',4000
'0:08.492',6200
'0:08.495',7000
'0:08.498',5400
'0:08.502',2800
'0:08.505',2000
'0:08.508',2200
'0:08.511',600
'0:08.514',-600
'0:08.517',-200
'0:08.520',-2200
'0:08.523',-2400
'0:08.526',-2800
'0:08.529',-6600
'0:08.532',-6400
'0:08.535',-6600
'0:08.538',-6800
'0:08.541',-5200
'0:08.544',-3800
'0:08.547',-800
'0:08.550',1400
'0:08.553',1800
'0:08.556',3800
'0:08.559',5600
'0:08.562',5400
'0:08.565',4600
'0:08.568',5000
'0:08.571',3600
'0:08.574',1000
'0:08.577',1200
'0:08.580',2000
'0:08.583',600
'0:08.586',-1200
'0:08.589',-2400
'0:08.592',-2200
'0:08.595',-2000
'0:08.598',-2600
'0:08.601',-3800
'0:08.604',-3200
'0:08.607',-1600
'0:08.610',-1800
'0:08.613',-3000
'0:08.616',-3000
'0:08.619',-2000
'0:08.622',-1400
'0:08.625',-1200
'0:08.628',-800
'0:08.631',600
'0:08.634',2000
'0:08.637',2000
'0:08.640',2000
'0:08.643',2400
'0:08.646',1800
'0:08.649',1000
'0:08.652',-200
'0:08.655',-600
'0:08.658',1000
'0:08.661',2800
'0:08.664',3200
'0:08.667',2200
'0:08.670',1800
'0:08.673',1400
'0:08.676',1600
'0:08.679',2600
'0:08.682',1800
'0:08.685',-400
'0:08.688',-2400
'0:08.691',-3400
'0:08.694',-3800
'0:08.697',-4000
'0:08.700',-4800
'0:08.703',-5000
'0:08.706',-4800
'0:08.709',-3400
'0:08.712',-2000
'0:08.715',-1800
'0:08.718',-2400
'0:08.721',-2000
'0:08.724',-1000
'0:08.727',1000
'0:08.730',3200
'0:08.733',5200
'0:08.736',5800
'0:08.739',5000
'0:08.742',3800
'0:08.745',3000
'0:08.748',2200
'0:08.751',1800
'0:08.754',2200
'0:08.757',3400
'0:08.760',4200
'0:08.763',4800
'0:08.766',5200
'0:08.769',200
'0:08.772',-8000
'0:08.775',-10400
'0:08.778',-9800
'0:08.781',-8600
'0:08.784',-6800
'0:08.787',-5400
'0:08.790',-4200
'0:08.793',-4000
'0:08.796',-2800
'0:08.799',-600
'0:08.802',2400
'0:08.805',4400
'0:08.808',4400
'0:08.811',4000
'0:08.814',3400
'0:08.817',2600
'0:08.820',2200
'0:08.823',2200
'0:08.826',1600
'0:08.829',400
'0:08.832',-600
'0:08.835',-400
'0:08.838',600
'0:08.841',2000
'0:08.844',2800
'0:08.847',3200
'0:08.850',2400
'0:08.853',1000
'0:08.856',-400
'0:08.859',-2400
'0:08.862',-3600
'0:08.865',-3800
'0:08.868',-4600
'0:08.871',-4200
'0:08.874',-3400
'0:08.877',-3000
'0:08.880',-3200
'0:08.883',-3600
'0:08.886',-3600
'0:08.889',-3000
'0:08.892',-1800
'0:08.895',200
'0:08.898',3000
'0:08.901',5000
'0:08.904',6200
'0:08.907',6800
'0:08.910',6200
'0:08.913',5400
'0:08.916',4600
'0:08.919',4000
'0:08.922',3800
'0:08.925',2800
'0:08.928',0
'0:08.931',-2800
'0:08.934',-3800
'0:08.937',-5200
'0:08.940',-7000
'0:08.943',-7400
'0:08.946',-7000
'0:08.949',-6000
'0:08.952',-4200
'0:08.955',-2600
'0:08.958',-1200
'0:08.961',200
'0:08.964',800
'0:08.967',1600
'0:08.970',2200
'0:08.973',2400
'0:08.976',2800
'0:08.979',2800
'0:08.982',2200
'0:08.985',1400
'0:08.988',800
'0:08.991',1400
'0:08.994',1600
'0:08.997',1400
'0:09.000',1400
'0:09.003',600
'0:09.006',0
'0:09.009',-200
'0:09.012',0
'0:09.015',200
'0:09.018',200
'0:09.021',-200
'0:09.024',2000
'0:09.027',1800
'0:09.030',600
'0:09.033',-1200
'0:09.036',-2200
'0:09.039',-3000
'0:09.042',-3800
'0:09.045',-4400
'0:09.048',-4400
'0:09.051',-3600
'0:09.054',-3000
'0:09.057',-2800
'0:09.060',-2400
'0:09.063',-1200
'0:09.066',-200
'0:09.069',1400
'0:09.072',2000
'0:09.075',1800
'0:09.078',2200
'0:09.081',3200
'0:09.084',4200
'0:09.087',4400
'0:09.090',3600
'0:09.093',2200
'0:09.096',-200
'0:09.099',-2600
'0:09.102',-4200
'0:09.105',-6200
'0:09.108',-6000
'0:09.111',-4000
'0:09.114',400
'0:09.117',2800
'0:09.120',3600
'0:09.123',3400
'0:09.126',3000
'0:09.129',2600
'0:09.132',2800
'0:09.135',3600
'0:09.138',6200
'0:09.141',7800
'0:09.144',5800
'0:09.147',2200
'0:09.150',-5200
'0:09.153',-10000
'0:09.156',-10800
'0:09.159',-9800
'0:09.162',-7800
'0:09.165',-7200
'0:09.168',-8000
'0:09.171',-7800
'0:09.174',-5800
'0:09.177',-1600
'0:09.180',2600
'0:09.183',7400
'0:09.186',9400
'0:09.189',8600
'0:09.192',7200
'0:09.195',5600
'0:09.198',4400
'0:09.201',3400
'0:09.204',2200
'0:09.207',1000
'0:09.210',400
'0:09.213',0
'0:09.216',-1400
'0:09.219',-2600
'0:09.222',-3000
'0:09.225',-3000
'0:09.228',-2600
'0:09.231',-2600
'0:09.234',-2400
'0:09.237',-2400
'0:09.240',-2000
'0:09.243',-1200
'0:09.246',-600
'0:09.249',0
'0:09.252',400
'0:09.255',1000
'0:09.258',1200
'0:09.261',1200
'0:09.264',1200
'0:09.267',1400
'0:09.270',2000
'0:09.273',1200
'0:09.276',-600
'0:09.279',0
'0:09.282',-200
'0:09.285',-2000
'0:09.288',-2800
'0:09.291',-2200
'0:09.294',-2000
'0:09.297',-1800
'0:09.300',-400
'0:09.303',400
'0:09.306',400
'0:09.309',0
'0:09.312',600
'0:09.315',1600
'0:09.318',2000
'0:09.321',1400
'0:09.324',1000
'0:09.327',600
'0:09.330',-200
'0:09.333',-1200
'0:09.336',-2400
'0:09.339',-2800
'0:09.342',-2000
'0:09.345',-1200
'0:09.348',-1200
'0:09.351',-800
'0:09.354',-400
'0:09.357',-600
'0:09.360',-800
'0:09.363',-1000
'0:09.366',-1000
'0:09.369',-1000
'0:09.372',-800
'0:09.375',-400
'0:09.378',-200
'0:09.381',200
'0:09.384',800
'0:09.387',800
'0:09.390',1000
'0:09.393',1200
'0:09.396',800
'0:09.399',400
'0:09.402',1200
'0:09.405',1000
'0:09.408',400
'0:09.411',0
'0:09.414',400
'0:09.417',1200
'0:09.420',1600
'0:09.423',1800
'0:09.426',2400
'0:09.429',3000
'0:09.432',2800
'0:09.435',1400
'0:09.438',-1600
'0:09.441',-5400
'0:09.444',-8600
'0:09.447',-10400
'0:09.450',-9400
'0:09.453',-6600
'0:09.456',-2200
'0:09.459',1400
'0:09.462',3800
'0:09.465',5200
'0:09.468',5600
'0:09.471',5000
'0:09.474',4400
'0:09.477',2400
'0:09.480',-200
'0:09.483',-1200
'0:09.486',-1200
'0:09.489',-1200
'0:09.492',-1200
'0:09.495',-600
'0:09.498',200
'0:09.502',800
'0:09.505',800
'0:09.508',800
'0:09.511',1200
'0:09.514',2000
'0:09.517',2400
'0:09.520',1600
'0:09.523',600
'0:09.526',-600
'0:09.529',-2200
'0:09.532',-3600
'0:09.535',-4800
'0:09.538',-5600
'0:09.541',-5400
'0:09.544',-4600
'0:09.547',-2800
'0:09.550',-1800
'0:09.553',-800
'0:09.556',200
'0:09.559',1800
'0:09.562',3400
'0:09.565',4600
'0:09.568',5200
'0:09.571',6000
'0:09.574',5400
'0:09.577',4000
'0:09.580',2800
'0:09.583',800
'0:09.586',-1400
'0:09.589',-4400
'0:09.592',-6000
'0:09.595',-5600
'0:09.598',-4600
'0:09.601',-3400
'0:09.604',-3000
'0:09.607',-2400
'0:09.610',-1600
'0:09.613',-1000
'0:09.616',-800
'0:09.619',-800
'0:09.622',600
'0:09.625',1600
'0:09.628',800
'0:09.631',-200
'0:09.634',-800
'0:09.637',-1200
'0:09.640',-400
'0:09.643',1200
'0:09.646',1800
'0:09.649',1400
'0:09.652',600
'0:09.655',0
'0:09.658',-600
'0:09.661',600
'0:09.664',2600
'0:09.667',3800
'0:09.670',3800
'0:09.673',3400
'0:09.676',4000
'0:09.679',4400
'0:09.682',1400
'0:09.685',200
'0:09.688',800
'0:09.691',0
'0:09.694',-1600
'0:09.697',-2200
'0:09.700',-2200
'0:09.703',-4000
'0:09.706',-5200
'0:09.709',-6000
'0:09.712',-5600
'0:09.715',-4000
'0:09.718',-2800
'0:09.721',-2200
'0:09.724',-2000
'0:09.727',-2400
'0:09.730',-2600
'0:09.733',-2000
'0:09.736',-200
'0:09.739',2000
'0:09.742',3600
'0:09.745',5000
'0:09.748',6200
'0:09.751',6800
'0:09.754',5200
'0:09.757',1800
'0:09.760',-1000
'0:09.763',-1800
'0:09.766',-1800
'0:09.769',-1600
'0:09.772',-1600
'0:09.775',-1200
'0:09.778',-1000
'0:09.781',-1000
'0:09.784',-1000
'0:09.787',-600
'0:09.790',-400
'0:09.793',-200
'0:09.796',0
'0:09.799',-200
'0:09.802',-800
'0:09.805',-1400
'0:09.808',-1000
'0:09.811',-1200
'0:09.814',-1400
'0:09.817',-800
'0:09.820',0
'0:09.823',-800
'0:09.826',-1800
'0:09.829',-1400
'0:09.832',0
'0:09.835',800
'0:09.838',2000
'0:09.841',3200
'0:09.844',4200
'0:09.847',4200
'0:09.850',4800
'0:09.853',5200
'0:09.856',4600
'0:09.859',2400
'0:09.862',-400
'0:09.865',-5200
'0:09.868',-7400
'0:09.871',-7200
'0:09.874',-6200
'0:09.877',-5000
'0:09.880',-3600
'0:09.883',-2600
'0:09.886',-2000
'0:09.889',-1000
'0:09.892',-200
'0:09.895',-200
'0:09.898',-200
'0:09.901',-400
'0:09.904',-1600
'0:09.907',-2400
'0:09.910',-1400
'0:09.913',1000
'0:09.916',3200
'0:09.919',3800
'0:09.922',4200
'0:09.925',3800
'0:09.928',3200
'0:09.931',4000
'0:09.934',3000
'0:09.937',1400
'0:09.940',1600
'0:09.943',1000
'0:09.946',-2000
'0:09.949',-4000
'0:09.952',-2600
'0:09.955',-3200
'0:09.958',-1800
'0:09.961',-200
'0:09.964',-2000
'0:09.967',1000
'0:09.970',2200
'0:09.973',1800
'0:09.976',3800
'0:09.979',2800
'0:09.982',1400
'0:09.985',1200
'0:09.988',-600
'0:09.991',-1600
'0:09.994',-2400
'0:09.997',-3400
