Elapsed time',PCG
0:28.913',-1200
0:28.916',-2000
0:28.919',-2600
0:28.922',-2400
0:28.925',1000
0:28.928',1600
0:28.931',1000
0:28.934',3600
0:28.937',3800
0:28.940',4400
0:28.943',2400
0:28.946',800
0:28.949',800
0:28.952',1600
0:28.955',2000
0:28.958',0
0:28.961',600
0:28.964',1000
0:28.967',-800
0:28.970',-600
0:28.973',-1400
0:28.976',-3200
0:28.979',-5200
0:28.982',-4800
0:28.985',-4000
0:28.988',-4600
0:28.991',-4000
0:28.994',-4200
0:28.997',-3400
0:29.000',-1800
0:29.003',0
0:29.006',1400
0:29.009',800
0:29.012',2400
0:29.015',3600
0:29.018',3600
0:29.021',2400
0:29.024',1600
0:29.027',2000
0:29.030',2000
0:29.033',2000
0:29.036',2200
0:29.039',2400
0:29.042',2600
0:29.045',1200
0:29.048',200
0:29.051',0
0:29.054',-600
0:29.057',-1000
0:29.060',-1200
0:29.063',-600
0:29.066',800
0:29.069',1800
0:29.072',2000
0:29.075',0
0:29.078',-3800
0:29.081',-6800
0:29.084',-7600
0:29.087',-7000
0:29.090',-7000
0:29.093',-5800
0:29.096',-3400
0:29.099',-1000
0:29.102',1800
0:29.105',4400
0:29.108',5400
0:29.111',4400
0:29.114',4200
0:29.117',3200
0:29.120',2000
0:29.123',400
0:29.126',-600
0:29.129',-400
0:29.132',-200
0:29.135',600
0:29.138',1400
0:29.141',3200
0:29.144',4000
0:29.147',4200
0:29.150',4000
0:29.153',2200
0:29.156',-2800
0:29.159',-6000
0:29.162',-6800
0:29.165',-6000
0:29.168',-5200
0:29.171',-4400
0:29.174',-3600
0:29.177',-3400
0:29.180',-3800
0:29.183',-4600
0:29.186',-3200
0:29.189',-1600
0:29.192',400
0:29.195',2200
0:29.198',4600
0:29.201',7200
0:29.204',7200
0:29.207',6600
0:29.210',5600
0:29.213',3400
0:29.216',3200
0:29.219',4200
0:29.222',5800
0:29.225',1600
0:29.228',-200
0:29.231',3600
0:29.234',-1600
0:29.237',-3200
0:29.240',-6800
0:29.243',-11000
0:29.246',-6000
0:29.249',-6800
0:29.252',-5800
0:29.255',-2000
0:29.258',-3800
0:29.261',-2000
0:29.264',400
0:29.267',-2000
0:29.270',0
0:29.273',-1000
0:29.276',-400
0:29.279',1200
0:29.282',3400
0:29.285',2000
0:29.288',400
0:29.291',4200
0:29.294',4600
0:29.297',3600
0:29.300',2600
0:29.303',2600
0:29.306',3400
0:29.309',1800
0:29.312',400
0:29.315',1400
0:29.318',2200
0:29.321',2800
0:29.324',1800
0:29.327',-600
0:29.330',-1000
0:29.333',-1800
0:29.336',-3600
0:29.339',-5600
0:29.342',-6600
0:29.345',-6400
0:29.348',-5600
0:29.351',-5000
0:29.354',-4400
0:29.357',-2800
0:29.360',-1600
0:29.363',-400
0:29.366',1400
0:29.369',3600
0:29.372',5600
0:29.375',6400
0:29.378',5400
0:29.381',4600
0:29.384',4600
0:29.387',2600
0:29.390',1600
0:29.393',1800
0:29.396',0
0:29.399',-1600
0:29.402',-1800
0:29.405',-2400
0:29.408',-3600
0:29.411',-4000
0:29.414',-4600
0:29.417',-5200
0:29.420',-4000
0:29.423',-1400
0:29.426',0
0:29.429',-400
0:29.432',400
0:29.435',1400
0:29.438',1800
0:29.441',1000
0:29.444',-200
0:29.447',-200
0:29.450',600
0:29.453',-200
0:29.456',-1200
0:29.459',-200
0:29.462',600
0:29.465',200
0:29.468',0
0:29.471',200
0:29.474',600
0:29.477',600
0:29.480',800
0:29.483',2000
0:29.486',2200
0:29.489',1600
0:29.492',800
0:29.495',200
0:29.498',400
0:29.502',200
0:29.505',0
0:29.508',0
0:29.511',0
0:29.514',-200
0:29.517',200
0:29.520',-800
0:29.523',-1800
0:29.526',-1800
0:29.529',-2600
0:29.532',-2400
0:29.535',-1600
0:29.538',-2000
0:29.541',-1200
0:29.544',-1400
0:29.547',-2000
0:29.550',-1600
0:29.553',-1200
0:29.556',-400
0:29.559',0
0:29.562',200
0:29.565',1400
0:29.568',1600
0:29.571',2400
0:29.574',3000
0:29.577',2800
0:29.580',1600
0:29.583',800
0:29.586',600
0:29.589',0
0:29.592',-1000
0:29.595',-800
0:29.598',0
0:29.601',800
0:29.604',800
0:29.607',400
0:29.610',1600
0:29.613',2600
0:29.616',600
0:29.619',-2000
0:29.622',-1400
0:29.625',-600
0:29.628',-3200
0:29.631',-4800
0:29.634',-3800
0:29.637',-2800
0:29.640',-3000
0:29.643',-3000
0:29.646',-1600
0:29.649',-1000
0:29.652',600
0:29.655',-200
0:29.658',-3200
0:29.661',-2400
0:29.664',0
0:29.667',1800
0:29.670',3400
0:29.673',4200
0:29.676',5000
0:29.679',5000
0:29.682',3800
0:29.685',2200
0:29.688',1400
0:29.691',1000
0:29.694',1000
0:29.697',2000
0:29.700',1200
0:29.703',600
0:29.706',2000
0:29.709',2600
0:29.712',400
0:29.715',-4800
0:29.718',-7600
0:29.721',-7000
0:29.724',-7600
0:29.727',-6800
0:29.730',-4400
0:29.733',-1200
0:29.736',2000
0:29.739',2400
0:29.742',1800
0:29.745',1600
0:29.748',1000
0:29.751',200
0:29.754',-1400
0:29.757',-2600
0:29.760',-2200
0:29.763',-1400
0:29.766',-1200
0:29.769',-1000
0:29.772',1000
0:29.775',3200
0:29.778',4400
0:29.781',4600
0:29.784',5000
0:29.787',5800
0:29.790',5200
0:29.793',2200
0:29.796',600
0:29.799',-400
0:29.802',-3000
0:29.805',-5000
0:29.808',-5000
0:29.811',-6000
0:29.814',-6800
0:29.817',-6400
0:29.820',-5200
0:29.823',-3400
0:29.826',-1200
0:29.829',1600
0:29.832',2400
0:29.835',3800
0:29.838',5000
0:29.841',5400
0:29.844',4400
0:29.847',3200
0:29.850',5000
0:29.853',4200
0:29.856',3800
0:29.859',1000
0:29.862',-200
0:29.865',-800
0:29.868',-3600
0:29.871',-4800
0:29.874',-5400
0:29.877',-4200
0:29.880',-4600
0:29.883',-3400
0:29.886',-2400
0:29.889',-1800
0:29.892',-1600
0:29.895',-1000
0:29.898',-400
0:29.901',200
0:29.904',-400
0:29.907',-1200
0:29.910',-800
0:29.913',-400
0:29.916',-600
0:29.919',-1000
0:29.922',1000
0:29.925',3400
0:29.928',4600
0:29.931',4600
0:29.934',4200
0:29.937',3200
0:29.940',2200
0:29.943',1400
0:29.946',800
0:29.949',400
0:29.952',200
0:29.955',1000
0:29.958',1000
0:29.961',1200
0:29.964',600
0:29.967',600
0:29.970',-1600
0:29.973',-3400
0:29.976',-4200
0:29.979',-4800
0:29.982',-4800
0:29.985',-5200
0:29.988',-4800
0:29.991',-4600
0:29.994',-2800
0:29.997',-1200
0:30.000',200
0:30.003',2200
0:30.006',4000
0:30.009',4600
0:30.012',2200
0:30.015',1600
0:30.018',2800
0:30.021',1200
0:30.024',0
0:30.027',400
0:30.030',1400
0:30.033',600
0:30.036',-1000
0:30.039',400
0:30.042',-1000
0:30.045',-2400
0:30.048',-1800
0:30.051',-1200
0:30.054',-3000
0:30.057',-3000
0:30.060',-1400
0:30.063',-1200
0:30.066',2200
0:30.069',800
0:30.072',-3000
0:30.075',600
0:30.078',1000
0:30.081',200
0:30.084',1400
0:30.087',-600
0:30.090',1400
0:30.093',3200
0:30.096',2200
0:30.099',2600
0:30.102',2200
0:30.105',1400
0:30.108',1000
0:30.111',1000
0:30.114',-800
0:30.117',-1000
0:30.120',800
0:30.123',1800
0:30.126',800
0:30.129',-2400
0:30.132',-1800
0:30.135',-400
0:30.138',-1600
0:30.141',-3200
0:30.144',-3800
0:30.147',-2800
0:30.150',-2000
0:30.153',-1800
0:30.156',-2800
0:30.159',-1400
0:30.162',800
0:30.165',800
0:30.168',600
0:30.171',-200
0:30.174',1000
0:30.177',1200
0:30.180',600
0:30.183',600
0:30.186',1200
0:30.189',2000
0:30.192',1400
0:30.195',600
0:30.198',-200
0:30.201',200
0:30.204',-1400
0:30.207',-3200
0:30.210',-2400
0:30.213',-400
0:30.216',200
0:30.219',1200
0:30.222',2600
0:30.225',2200
0:30.228',1400
0:30.231',800
0:30.234',600
0:30.237',-200
0:30.240',-600
0:30.243',-1800
0:30.246',-2200
0:30.249',-2800
0:30.252',-2200
0:30.255',-2800
0:30.258',-4200
0:30.261',-4400
0:30.264',-2400
0:30.267',-1000
0:30.270',-600
0:30.273',-1000
0:30.276',0
0:30.279',1200
0:30.282',1200
0:30.285',1000
0:30.288',2400
0:30.291',3400
0:30.294',3400
0:30.297',3200
0:30.300',2400
0:30.303',1800
0:30.306',800
0:30.309',200
0:30.312',0
0:30.315',200
0:30.318',400
0:30.321',800
0:30.324',800
0:30.327',1200
0:30.330',-400
0:30.333',-2200
0:30.336',-4400
0:30.339',-5800
0:30.342',-6400
0:30.345',-4400
0:30.348',-2200
0:30.351',-1400
0:30.354',200
0:30.357',2400
0:30.360',4600
0:30.363',4800
0:30.366',3600
0:30.369',600
0:30.372',-1200
0:30.375',-2000
0:30.378',-4800
0:30.381',-5400
0:30.384',-3000
0:30.387',-800
0:30.390',-200
0:30.393',200
0:30.396',2000
0:30.399',4800
0:30.402',6200
0:30.405',3200
0:30.408',1600
0:30.411',2600
0:30.414',1800
0:30.417',-200
0:30.420',-2000
0:30.423',-3000
0:30.426',-3600
0:30.429',-4200
0:30.432',-4400
0:30.435',-5000
0:30.438',-5200
0:30.441',-4600
0:30.444',-4000
0:30.447',-1400
0:30.450',0
0:30.453',2200
0:30.456',3000
0:30.459',4200
0:30.462',4400
0:30.465',4200
0:30.468',4400
0:30.471',4000
0:30.474',2800
0:30.477',1400
0:30.480',800
0:30.483',0
0:30.486',-600
0:30.489',-2000
0:30.492',-2000
0:30.495',-1400
0:30.498',-1200
0:30.502',-1200
0:30.505',-1200
0:30.508',-400
0:30.511',-400
0:30.514',0
0:30.517',0
0:30.520',-1200
0:30.523',-1800
0:30.526',-2800
0:30.529',-3200
0:30.532',-4600
0:30.535',-4200
0:30.538',-3200
0:30.541',-1600
0:30.544',-400
0:30.547',800
0:30.550',3800
0:30.553',4400
0:30.556',4200
0:30.559',3600
0:30.562',3400
0:30.565',2400
0:30.568',1400
0:30.571',1000
0:30.574',600
0:30.577',-800
0:30.580',-1400
0:30.583',-800
0:30.586',600
0:30.589',-400
0:30.592',-1800
0:30.595',-3000
0:30.598',-2600
0:30.601',-2600
0:30.604',-2000
0:30.607',-1000
0:30.610',400
0:30.613',1000
0:30.616',1000
0:30.619',0
0:30.622',-1200
0:30.625',-1400
0:30.628',-1800
0:30.631',-2000
0:30.634',-1800
0:30.637',-600
0:30.640',-1000
0:30.643',-1000
0:30.646',-1400
0:30.649',-400
0:30.652',600
0:30.655',1600
0:30.658',1400
0:30.661',1200
0:30.664',1400
0:30.667',600
0:30.670',800
0:30.673',-400
0:30.676',-600
0:30.679',-1200
0:30.682',-800
0:30.685',-200
0:30.688',-200
0:30.691',400
0:30.694',800
0:30.697',1400
0:30.700',1600
0:30.703',1600
0:30.706',200
0:30.709',-800
0:30.712',-1000
0:30.715',-1600
0:30.718',-1600
0:30.721',-1400
0:30.724',-1400
0:30.727',-1600
0:30.730',-1200
0:30.733',-800
0:30.736',400
0:30.739',1200
0:30.742',2800
0:30.745',3000
0:30.748',2800
0:30.751',2400
0:30.754',3200
0:30.757',2600
0:30.760',2000
0:30.763',1200
0:30.766',-400
0:30.769',-2200
0:30.772',-3600
0:30.775',-5200
0:30.778',-5800
0:30.781',-5600
0:30.784',-4600
0:30.787',-4600
0:30.790',-4400
0:30.793',-2200
0:30.796',1600
0:30.799',3400
0:30.802',1200
0:30.805',-1000
0:30.808',600
0:30.811',9800
0:30.814',9800
0:30.817',1200
0:30.820',-1600
0:30.823',1200
0:30.826',-800
0:30.829',-3000
0:30.832',-2800
0:30.835',-1400
0:30.838',-200
0:30.841',-200
0:30.844',1400
0:30.847',2800
0:30.850',1800
0:30.853',-1800
0:30.856',-2600
0:30.859',-1200
0:30.862',-800
0:30.865',-1000
0:30.868',-1200
0:30.871',-1400
0:30.874',-1600
0:30.877',-1200
0:30.880',-1400
0:30.883',-1200
0:30.886',-2200
0:30.889',-2000
0:30.892',-1800
0:30.895',-1200
0:30.898',-400
0:30.901',800
0:30.904',1800
0:30.907',1200
0:30.910',2800
0:30.913',4000
0:30.916',1400
0:30.919',1800
0:30.922',3800
0:30.925',3200
0:30.928',0
0:30.931',2200
0:30.934',4600
0:30.937',3600
0:30.940',6800
0:30.943',-600
0:30.946',-4000
0:30.949',-4800
0:30.952',-7400
0:30.955',-7000
0:30.958',-6600
0:30.961',-7000
0:30.964',-3400
0:30.967',-3600
0:30.970',-5400
0:30.973',-2000
0:30.976',0
0:30.979',3000
0:30.982',6400
0:30.985',7800
0:30.988',4200
0:30.991',3000
0:30.994',4800
0:30.997',3400
0:31.000',-1400
0:31.003',-5800
0:31.006',-3600
0:31.009',200
0:31.012',0
0:31.015',-600
0:31.018',1800
0:31.021',3000
0:31.024',2800
0:31.027',1000
0:31.030',-1000
0:31.033',-1600
0:31.036',-1800
0:31.039',-2600
0:31.042',-4000
0:31.045',-3600
0:31.048',-3000
0:31.051',-3000
0:31.054',-4200
0:31.057',-2400
0:31.060',-400
0:31.063',1800
0:31.066',3400
0:31.069',3400
0:31.072',3800
0:31.075',5400
0:31.078',6000
0:31.081',3800
0:31.084',3600
0:31.087',3000
0:31.090',800
0:31.093',-200
0:31.096',-400
0:31.099',-3200
0:31.102',-5800
0:31.105',-6200
0:31.108',-5600
0:31.111',-4400
0:31.114',-4000
0:31.117',-3200
0:31.120',-2800
0:31.123',-2000
0:31.126',-600
0:31.129',-400
0:31.132',-1000
0:31.135',-400
0:31.138',1200
0:31.141',2200
0:31.144',2000
0:31.147',1200
0:31.150',2600
0:31.153',3000
0:31.156',2800
0:31.159',1800
0:31.162',1000
0:31.165',2600
0:31.168',2800
0:31.171',200
0:31.174',-800
0:31.177',-400
0:31.180',-1400
0:31.183',-2800
0:31.186',-2200
0:31.189',-600
0:31.192',200
0:31.195',200
0:31.198',1600
0:31.201',2400
0:31.204',600
0:31.207',600
0:31.210',1600
0:31.213',600
0:31.216',200
0:31.219',800
0:31.222',-600
0:31.225',-3000
0:31.228',-4200
0:31.231',-4000
0:31.234',-3800
0:31.237',-3800
0:31.240',-3400
0:31.243',-2000
0:31.246',-1600
0:31.249',-400
0:31.252',600
0:31.255',1800
0:31.258',2000
0:31.261',3000
0:31.264',2200
0:31.267',400
0:31.270',-600
0:31.273',-600
0:31.276',-400
0:31.279',-1200
0:31.282',-1400
0:31.285',-800
0:31.288',0
0:31.291',800
0:31.294',1200
0:31.297',2000
0:31.300',2800
0:31.303',2200
0:31.306',1400
0:31.309',0
0:31.312',-400
0:31.315',-800
0:31.318',-1200
0:31.321',-1600
0:31.324',-2400
0:31.327',-2200
0:31.330',-1800
0:31.333',-2600
0:31.336',-400
0:31.339',1800
0:31.342',-800
0:31.345',1600
0:31.348',3200
0:31.351',800
0:31.354',-2800
0:31.357',1200
0:31.360',1400
0:31.363',2000
0:31.366',5200
0:31.369',-3400
0:31.372',-1400
0:31.375',3200
0:31.378',-1200
0:31.381',-1200
0:31.384',-1200
0:31.387',-4600
0:31.390',200
0:31.393',-600
0:31.396',-2800
0:31.399',-2600
0:31.402',-3400
0:31.405',-3000
0:31.408',600
0:31.411',2200
0:31.414',-800
0:31.417',400
0:31.420',3800
0:31.423',2600
0:31.426',-1000
0:31.429',-2800
0:31.432',-600
0:31.435',1600
0:31.438',200
0:31.441',-200
0:31.444',1800
0:31.447',3800
0:31.450',3000
0:31.453',800
0:31.456',0
0:31.459',400
0:31.462',200
0:31.465',-400
0:31.468',-2000
0:31.471',-1200
0:31.474',1200
0:31.477',200
0:31.480',-1000
0:31.483',200
0:31.486',-200
0:31.489',-800
0:31.492',-2800
0:31.495',-4400
0:31.498',-3400
0:31.502',-2200
0:31.505',-2400
0:31.508',-3400
0:31.511',-2600
0:31.514',-1800
0:31.517',-2200
0:31.520',0
0:31.523',1600
0:31.526',1400
0:31.529',1800
0:31.532',2200
0:31.535',2400
0:31.538',2400
0:31.541',2000
0:31.544',1000
0:31.547',1000
0:31.550',2000
0:31.553',3200
0:31.556',2200
0:31.559',1400
0:31.562',2000
0:31.565',2200
0:31.568',800
0:31.571',-800
0:31.574',-600
0:31.577',800
0:31.580',600
0:31.583',-2000
0:31.586',-3800
0:31.589',-6000
0:31.592',-7800
0:31.595',-8400
0:31.598',-5000
0:31.601',-1000
0:31.604',-600
0:31.607',1200
0:31.610',4600
0:31.613',6400
0:31.616',5800
0:31.619',4800
0:31.622',2800
0:31.625',-200
0:31.628',-2000
0:31.631',-4200
0:31.634',-4800
0:31.637',-4400
0:31.640',-3400
0:31.643',-600
0:31.646',2000
0:31.649',2600
0:31.652',3000
0:31.655',3400
0:31.658',3400
0:31.661',1800
0:31.664',0
0:31.667',-1400
0:31.670',-2400
0:31.673',-3400
0:31.676',-3200
0:31.679',-2600
0:31.682',-2600
0:31.685',-3600
0:31.688',-3800
0:31.691',-3200
0:31.694',-2200
0:31.697',-600
0:31.700',2000
0:31.703',3400
0:31.706',4000
0:31.709',5400
0:31.712',5800
0:31.715',7000
0:31.718',6600
0:31.721',4600
0:31.724',2600
0:31.727',1200
0:31.730',-1400
0:31.733',-5000
0:31.736',-7400
0:31.739',-7200
0:31.742',-5600
0:31.745',-5600
0:31.748',-5600
0:31.751',-4400
0:31.754',-2200
0:31.757',400
0:31.760',200
0:31.763',400
0:31.766',3000
0:31.769',2200
0:31.772',1200
0:31.775',2200
0:31.778',3600
0:31.781',1000
0:31.784',0
0:31.787',1200
0:31.790',1600
0:31.793',4400
0:31.796',1800
0:31.799',-3000
0:31.802',-200
0:31.805',200
0:31.808',-200
0:31.811',1200
0:31.814',-200
0:31.817',1800
0:31.820',3000
0:31.823',1000
0:31.826',1800
0:31.829',600
0:31.832',-1200
0:31.835',-1400
0:31.838',-600
0:31.841',-3000
0:31.844',-5400
0:31.847',-3000
0:31.850',-2600
0:31.853',-3800
0:31.856',-5800
0:31.859',-4800
0:31.862',200
0:31.865',400
0:31.868',-200
0:31.871',600
0:31.874',3200
0:31.877',5200
0:31.880',4200
0:31.883',3400
0:31.886',3800
0:31.889',4400
0:31.892',3200
0:31.895',200
0:31.898',-1800
0:31.901',-2800
0:31.904',-2600
0:31.907',-4400
0:31.910',-4200
0:31.913',-3000
0:31.916',-2200
0:31.919',-1400
0:31.922',-2800
0:31.925',-2200
0:31.928',-1400
0:31.931',-400
0:31.934',-600
0:31.937',-1200
0:31.940',-600
0:31.943',-1400
0:31.946',-600
0:31.949',1800
0:31.952',3000
0:31.955',3600
0:31.958',3400
0:31.961',4000
0:31.964',3400
0:31.967',2800
0:31.970',1800
0:31.973',0
0:31.976',600
0:31.979',800
0:31.982',800
0:31.985',-800
0:31.988',-1600
0:31.991',0
0:31.994',200
0:31.997',800
0:32.000',400
0:32.003',-1600
0:32.006',-1800
0:32.009',-2400
0:32.012',-3000
0:32.015',-4000
0:32.018',-2600
0:32.021',-1400
0:32.024',-1800
0:32.027',-800
0:32.030',-1000
0:32.033',-600
0:32.036',-800
0:32.039',-1000
0:32.042',200
0:32.045',-1200
0:32.048',-2800
0:32.051',-2800
0:32.054',-400
0:32.057',1800
0:32.060',1200
0:32.063',1800
0:32.066',1600
0:32.069',2200
0:32.072',3600
0:32.075',2400
0:32.078',1400
0:32.081',200
0:32.084',-200
0:32.087',-600
0:32.090',-800
0:32.093',800
0:32.096',400
0:32.099',400
0:32.102',400
0:32.105',1000
0:32.108',800
0:32.111',-2200
0:32.114',-2000
0:32.117',-1600
0:32.120',-1200
0:32.123',-800
0:32.126',-600
0:32.129',1000
0:32.132',1800
0:32.135',2400
0:32.138',1800
0:32.141',1000
0:32.144',800
0:32.147',-1200
0:32.150',-2400
0:32.153',-3200
0:32.156',-3400
0:32.159',-3800
0:32.162',-4800
0:32.165',-4400
0:32.168',-4000
0:32.171',-2400
0:32.174',-600
0:32.177',400
0:32.180',3800
0:32.183',4800
0:32.186',1200
0:32.189',3400
0:32.192',4800
0:32.195',200
0:32.198',-2800
0:32.201',1200
0:32.204',-400
0:32.207',200
0:32.210',5400
0:32.213',-200
0:32.216',800
0:32.219',4200
0:32.222',-200
0:32.225',-600
0:32.228',-1200
0:32.231',-3400
0:32.234',800
0:32.237',1200
0:32.240',1200
0:32.243',1800
0:32.246',200
0:32.249',-1400
0:32.252',-3600
0:32.255',-6000
0:32.258',-9200
0:32.261',-8200
0:32.264',-2200
0:32.267',400
0:32.270',0
0:32.273',200
0:32.276',3800
0:32.279',5800
0:32.282',2400
0:32.285',0
0:32.288',-400
0:32.291',600
0:32.294',2000
0:32.297',800
0:32.300',1400
0:32.303',3800
0:32.306',4200
0:32.309',3400
0:32.312',2200
0:32.315',1800
0:32.318',2400
0:32.321',-1000
0:32.324',-5000
0:32.327',-6200
0:32.330',-5800
0:32.333',-4600
0:32.336',-4000
0:32.339',-3200
0:32.342',-2600
0:32.345',-1600
0:32.348',-2200
0:32.351',-3600
0:32.354',-3400
0:32.357',-2800
0:32.360',-2200
0:32.363',1800
0:32.366',5000
0:32.369',4600
0:32.372',5400
0:32.375',6400
0:32.378',7000
0:32.381',6000
0:32.384',4000
0:32.387',2600
0:32.390',1400
0:32.393',800
0:32.396',800
0:32.399',0
0:32.402',-1600
0:32.405',-4600
0:32.408',-5400
0:32.411',-5400
0:32.414',-7000
0:32.417',-6600
0:32.420',-3600
0:32.423',-2600
0:32.426',-3200
0:32.429',-2800
0:32.432',-800
0:32.435',1200
0:32.438',2600
0:32.441',3000
0:32.444',1800
0:32.447',1600
0:32.450',2200
0:32.453',3000
0:32.456',3600
0:32.459',3000
0:32.462',1600
0:32.465',1200
0:32.468',600
0:32.471',400
0:32.474',-200
0:32.477',0
0:32.480',1200
0:32.483',600
0:32.486',200
0:32.489',800
0:32.492',-200
0:32.495',-1000
0:32.498',-2400
0:32.502',-4000
0:32.505',-3800
0:32.508',-3400
0:32.511',-2600
0:32.514',-2600
0:32.517',-2800
0:32.520',-1800
0:32.523',-1800
0:32.526',-2200
0:32.529',-1800
0:32.532',-800
0:32.535',1600
0:32.538',3400
0:32.541',4000
0:32.544',4400
0:32.547',3600
0:32.550',3000
0:32.553',3200
0:32.556',2400
0:32.559',1800
0:32.562',200
0:32.565',-2000
0:32.568',-2600
0:32.571',-2800
0:32.574',-2400
0:32.577',-3000
0:32.580',-3400
0:32.583',-2800
0:32.586',-2400
0:32.589',-2400
0:32.592',-2400
0:32.595',-1800
0:32.598',-600
0:32.601',0
0:32.604',200
0:32.607',-400
0:32.610',-1800
0:32.613',-600
0:32.616',1600
0:32.619',1400
0:32.622',4800
0:32.625',5800
0:32.628',1800
0:32.631',3600
0:32.634',4800
0:32.637',3000
0:32.640',-400
0:32.643',1200
0:32.646',200
0:32.649',200
0:32.652',2400
0:32.655',-4000
0:32.658',-3000
0:32.661',-1800
0:32.664',-4800
0:32.667',-3400
0:32.670',-3800
0:32.673',-5600
0:32.676',400
0:32.679',-200
0:32.682',-1400
0:32.685',800
0:32.688',400
0:32.691',400
0:32.694',2400
0:32.697',2600
0:32.700',0
0:32.703',-400
0:32.706',2400
0:32.709',800
0:32.712',-3000
0:32.715',-2400
0:32.718',600
0:32.721',-1000
0:32.724',-4200
0:32.727',-3600
0:32.730',-2000
0:32.733',-600
0:32.736',600
0:32.739',200
0:32.742',1200
0:32.745',3000
0:32.748',4600
0:32.751',3400
0:32.754',2000
0:32.757',3000
0:32.760',3400
0:32.763',3000
0:32.766',1600
0:32.769',1800
0:32.772',0
0:32.775',-2000
0:32.778',-2800
0:32.781',-4600
0:32.784',-4200
0:32.787',-3000
0:32.790',-1800
0:32.793',-3200
0:32.796',-2600
0:32.799',-1200
0:32.802',-1800
0:32.805',2000
0:32.808',4000
0:32.811',2200
0:32.814',1400
0:32.817',1600
0:32.820',400
0:32.823',-2000
0:32.826',-1800
0:32.829',-2000
0:32.832',-2400
0:32.835',-1400
0:32.838',-400
0:32.841',-1000
0:32.844',-2400
0:32.847',-1200
0:32.850',-800
0:32.853',-1400
0:32.856',-1600
0:32.859',-1400
0:32.862',1400
0:32.865',1600
0:32.868',1000
0:32.871',3200
0:32.874',4200
0:32.877',3400
0:32.880',2200
0:32.883',2800
0:32.886',2200
0:32.889',1400
0:32.892',2000
0:32.895',2800
0:32.898',5400
0:32.901',5000
0:32.904',3000
0:32.907',-2400
0:32.910',-7800
0:32.913',-9800
0:32.916',-9600
0:32.919',-8400
0:32.922',-6600
0:32.925',-5200
0:32.928',-3200
0:32.931',-1200
0:32.934',-400
0:32.937',1800
0:32.940',3400
0:32.943',3600
0:32.946',2200
0:32.949',1200
0:32.952',1200
0:32.955',800
0:32.958',600
0:32.961',2000
0:32.964',2600
0:32.967',3600
0:32.970',4400
0:32.973',3800
0:32.976',3800
0:32.979',2200
0:32.982',400
0:32.985',200
0:32.988',-600
0:32.991',-1800
0:32.994',-3800
0:32.997',-5000
0:33.000',-5000
0:33.003',-5000
0:33.006',-5200
0:33.009',-5200
0:33.012',-3800
0:33.015',-2200
0:33.018',-1000
0:33.021',200
0:33.024',1000
0:33.027',3400
0:33.030',4400
0:33.033',4600
0:33.036',4800
0:33.039',5200
0:33.042',3800
0:33.045',4400
0:33.048',2600
0:33.051',-2800
0:33.054',-600
0:33.057',1800
0:33.060',-3000
0:33.063',-6400
0:33.066',-2200
0:33.069',-1600
0:33.072',-1200
0:33.075',1400
0:33.078',-4600
0:33.081',-2000
0:33.084',2400
0:33.087',-2200
0:33.090',-2000
0:33.093',-2400
0:33.096',-5000
0:33.099',600
0:33.102',-800
0:33.105',-2000
0:33.108',200
0:33.111',1600
0:33.114',3000
0:33.117',3600
0:33.120',3400
0:33.123',2200
0:33.126',2000
0:33.129',1600
0:33.132',800
0:33.135',400
0:33.138',-200
0:33.141',0
0:33.144',400
0:33.147',600
0:33.150',-200
0:33.153',-1600
0:33.156',600
0:33.159',1200
0:33.162',-1400
0:33.165',-2200
0:33.168',-2200
0:33.171',-1000
0:33.174',-1200
0:33.177',-2000
0:33.180',-400
0:33.183',400
0:33.186',-1400
0:33.189',-5000
0:33.192',-3800
0:33.195',-1600
0:33.198',-1400
0:33.201',-1000
0:33.204',-1000
0:33.207',1200
0:33.210',3600
0:33.213',3400
0:33.216',2200
0:33.219',3000
0:33.222',3600
0:33.225',-1000
0:33.228',-2000
0:33.231',800
0:33.234',-400
0:33.237',-1400
0:33.240',-1200
0:33.243',-200
0:33.246',-200
0:33.249',-1400
0:33.252',-1000
0:33.255',-1400
0:33.258',-1200
0:33.261',-200
0:33.264',-1000
0:33.267',-1200
0:33.270',-600
0:33.273',600
0:33.276',1200
0:33.279',-800
0:33.282',-1000
0:33.285',-200
0:33.288',-200
0:33.291',-1800
0:33.294',-2600
0:33.297',-1000
0:33.300',-1000
0:33.303',0
0:33.306',1200
0:33.309',2400
0:33.312',2800
0:33.315',2400
0:33.318',2800
0:33.321',1800
0:33.324',1800
0:33.327',1200
0:33.330',600
0:33.333',400
0:33.336',200
0:33.339',-200
0:33.342',-1200
0:33.345',-1200
0:33.348',-1200
0:33.351',-1600
0:33.354',-1400
0:33.357',-2800
0:33.360',-2600
0:33.363',-1800
0:33.366',-2000
0:33.369',-1400
0:33.372',-1400
0:33.375',0
0:33.378',400
0:33.381',-200
0:33.384',-400
0:33.387',-1400
0:33.390',-1000
0:33.393',-1800
0:33.396',-1600
0:33.399',200
0:33.402',800
0:33.405',2600
0:33.408',3000
0:33.411',3400
0:33.414',3200
0:33.417',2200
0:33.420',2000
0:33.423',600
0:33.426',-200
0:33.429',-1600
0:33.432',-2000
0:33.435',200
0:33.438',0
0:33.441',-1800
0:33.444',-3000
0:33.447',-2600
0:33.450',-200
0:33.453',0
0:33.456',-1000
